Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force
BR1 4WX,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2005-01-01,2007-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WY,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-10-01,2010-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4WZ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-11-01,2006-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4XH,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-09-01,2012-08-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4XP,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-05-01,2004-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4XQ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2002-09-01,2008-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4XR,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-02-01,2004-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4XT,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-05-01,2006-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4XZ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-09-01,2007-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4YB,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-06-01,2007-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4YH,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-11-01,2010-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4YQ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2002-06-01,2007-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4YX,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2002-11-01,2004-02-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4YZ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2002-09-01,2010-10-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZA,No,51.415611,0.020578,540607,170447,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",2000-12-01,2001-02-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,62,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,5,1,2019-03-28,"Sundridge Park",0.212192,BR,BR1,"Metropolitan Police"
BR1 4ZB,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2000-12-01,2015-10-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZD,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2000-12-01,2001-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZE,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2000-06-01,2002-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZF,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2000-06-01,2018-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZG,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2000-06-01,2008-02-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZH,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1999-12-01,2005-10-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZJ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1999-12-01,2004-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZL,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1999-12-01,2003-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZN,No,51.419135,0.006538,539620,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1999-06-01,2000-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.10198,BR,BR1,"Metropolitan Police"
BR1 4ZP,No,51.419135,0.006538,539620,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1998-12-01,2001-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.10198,BR,BR1,"Metropolitan Police"
BR1 4ZQ,Yes,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2006-11-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZR,No,51.419135,0.006538,539620,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1999-12-01,2000-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.10198,BR,BR1,"Metropolitan Police"
BR1 4ZS,No,51.415191,0.020459,540600,170400,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1998-06-01,1999-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,63,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,8,1,2019-03-28,"Sundridge Park",0.171088,BR,BR1,"Metropolitan Police"
BR1 4ZT,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1998-06-01,2018-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZU,No,51.415191,0.020459,540600,170400,TQ406704,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1997-12-01,2000-10-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008C","Urban major conurbation",London,63,4,E01000820,,E02000134,"Bromley 008",E43000196,E00003996,E14000604,13277,8,1,2019-03-28,"Sundridge Park",0.171088,BR,BR1,"Metropolitan Police"
BR1 4ZW,No,51.419135,0.006538,539620,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1997-12-01,1999-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.10198,BR,BR1,"Metropolitan Police"
BR1 4ZX,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2001-06-01,2012-02-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZY,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2001-06-01,2006-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 4ZZ,No,51.419135,0.006538,539620,170812,TQ396708,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1997-12-01,1998-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040E","Urban major conurbation",London,48,4,E01032563,,E02006782,"Bromley 040",E43000196,E00165788,E14000604,26575,6,1,2019-03-28,"Ravensbourne",1.10198,BR,BR1,"Metropolitan Police"
BR1 5AA,Yes,51.42029,0.019418,540512,170965,TQ405709,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",34,11,"Greater London","Bromley","Bromley 040C","Urban major conurbation",London,52,4,E01000819,,E02006782,"Bromley 040",E43000196,E00004017,E14000604,7388,1,0,2019-03-28,"Sundridge Park",0.73694,BR,BR1,"Metropolitan Police"
BR1 5AB,Yes,51.421271,0.021446,540650,171078,TQ406710,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",37,34,"Greater London","Bromley","Bromley 040C","Urban major conurbation",London,56,4,E01000819,,E02006782,"Bromley 040",E43000196,E00003991,E14000604,7388,1,0,2019-03-28,"Sundridge Park",0.832419,BR,BR1,"Metropolitan Police"
BR1 5AD,Yes,51.41973,0.021651,540669,170907,TQ406709,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",113,44,"Greater London","Bromley","Bromley 040C","Urban major conurbation",London,54,4,E01000819,,E02006782,"Bromley 040",E43000196,E00003991,E14000604,7388,1,0,2019-03-28,"Sundridge Park",0.661335,BR,BR1,"Metropolitan Police"
BR1 5AE,Yes,51.420748,0.020488,540585,171018,TQ405710,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",49,22,"Greater London","Bromley","Bromley 040C","Urban major conurbation",London,52,4,E01000819,,E02006782,"Bromley 040",E43000196,E00004017,E14000604,7388,1,0,2019-03-28,"Sundridge Park",0.777146,BR,BR1,"Metropolitan Police"
BR1 5AF,Yes,51.420513,0.021082,540627,170993,TQ406709,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",30,14,"Greater London","Bromley","Bromley 040C","Urban major conurbation",London,53,4,E01000819,,E02006782,"Bromley 040",E43000196,E00003991,E14000604,7388,1,0,2019-03-28,"Sundridge Park",0.748616,BR,BR1,"Metropolitan Police"
BR1 5AG,Yes,51.418672,0.022496,540731,170791,TQ407707,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",18,4,"Greater London","Bromley","Bromley 040C","Urban major conurbation",London,57,4,E01000819,,E02006782,"Bromley 040",E43000196,E00003991,E14000604,7388,1,0,2019-03-28,"Sundridge Park",0.548463,BR,BR1,"Metropolitan Police"
BR1 5AH,Yes,51.421458,0.022605,540730,171101,TQ407711,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",50,28,"Greater London","Bromley","Bromley 040B","Urban major conurbation",London,55,4,E01000818,,E02006782,"Bromley 040",E43000196,E00004014,E14000604,20435,1,0,2019-03-28,"Sundridge Park",0.856968,BR,BR1,"Metropolitan Police"
BR1 5AJ,Yes,51.421089,0.021064,540624,171057,TQ406710,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 040C","Urban major conurbation",London,54,4,E01000819,,E02006782,"Bromley 040",E43000196,E00003991,E14000604,7388,1,0,2019-03-28,"Sundridge Park",0.812627,BR,BR1,"Metropolitan Police"
BR1 5AL,Yes,51.423118,0.020204,540558,171281,TQ405712,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",50,20,"Greater London","Bromley","Bromley 040C","Urban major conurbation",London,59,4,E01000819,,E02006782,"Bromley 040",E43000196,E00004017,E14000604,7388,1,0,2019-03-28,"Grove Park",0.829562,BR,BR1,"Metropolitan Police"
BR1 5AN,Yes,51.422672,0.01738,540363,171226,TQ403712,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",77,28,"Greater London","Bromley","Bromley 040A","Urban major conurbation",London,67,4,E01000816,,E02006782,"Bromley 040",E43000196,E00004018,E14000604,17426,1,0,2019-03-28,"Grove Park",0.935093,BR,BR1,"Metropolitan Police"
BR1 5AP,Yes,51.423875,0.018022,540404,171361,TQ404713,"","Bromley","Plaistow and Sundridge",E09000006,E05000125,England,E99999999,"Bromley and Chislehurst",1980-01-01,,"Bromley, unparished area","",71,26,"Greater London","Bromley","Bromley 040A","Urban major conurbation",London,69,4,E01000816,,E02006782,"Bromley 040",E43000196,E00004018,E14000604,17426,1,0,2019-03-28,"Grove Park",0.794684,BR,BR1,"Metropolitan Police"
